t,q1,q2,q3,q4,q5,q6
0.0,0.014573249826671741,-0.8514687559658722,0.91020002407409,0.0038351190331322726,-0.014572605206892852,-0.08206825150864105
0.004893064498901367,0.014573249826671741,-0.8514687559658722,0.910196189063603,0.0038351190331322726,-0.014572605206892852,-0.08130126111469815
0.009891033172607422,0.014573249826671741,-0.8514687559658722,0.910196189063603,0.0038351190331322726,-0.014572605206892852,-0.08130126111469815
0.014952898025512695,0.014573249826671741,-0.8514687559658722,0.910196189063603,0.0038351190331322726,-0.014572605206892852,-0.08053427072075525
0.020045995712280273,0.014573249826671741,-0.8514687559658722,0.910196189063603,0.0038351190331322726,-0.014572605206892852,-0.08053427072075525
0.02489495277404785,0.014573249826671741,-0.8514687559658722,0.910192354053116,0.0038351190331322726,-0.014572605206892852,-0.07746630914498365
0.030069589614868164,0.014573249826671741,-0.8514687559658722,0.9101885190426282,0.0038351190331322726,-0.014572605206892852,-0.07516533796315539
0.03499412536621094,0.014573249826671741,-0.8514687559658722,0.9101885190426282,0.0038351190331322726,-0.014572605206892852,-0.07516533796315539
0.03989458084106445,0.014573249826671741,-0.8514687559658722,0.9101846840321413,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.04502439498901367,0.014573249826671741,-0.8514687559658722,0.9101846840321413,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.04999518394470215,0.014573249826671741,-0.8514687559658722,0.9101846840321413,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.05494976043701172,0.014573249826671741,-0.8514687559658722,0.9101846840321413,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.0599977970123291,0.014573249826671741,-0.8514687559658722,0.9101808490216534,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.06494426727294922,0.014573249826671741,-0.8514687559658722,0.9101808490216534,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.06999969482421875,0.014573249826671741,-0.8514687559658722,0.9101770140111665,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.07497024536132812,0.014573249826671741,-0.8514687559658722,0.9101731790006795,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.08006668090820312,0.014573249826671741,-0.8514687559658722,0.9101731790006795,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.08486342430114746,0.014573249826671741,-0.8514687559658722,0.9101693439901917,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.08990049362182617,0.014573249826671741,-0.8514687559658722,0.9101693439901917,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.09499502182006836,0.014573249826671741,-0.8514687559658722,0.9101693439901917,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.09999513626098633,0.014573249826671741,-0.8514687559658722,0.9101693439901917,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.10501456260681152,0.014573249826671741,-0.8514687559658722,0.9101655089797047,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.11000180244445801,0.014573249826671741,-0.8514687559658722,0.9101655089797047,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.11500215530395508,0.014573249826671741,-0.8514687559658722,0.9101578389587299,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.11989879608154297,0.014573249826671741,-0.8514687559658722,0.9101578389587299,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.12499356269836426,0.014573249826671741,-0.8514687559658722,0.9101578389587299,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.12987613677978516,0.014573249826671741,-0.8514687559658722,0.9101501689377551,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.13486528396606445,0.014573249826671741,-0.8514687559658722,0.9101501689377551,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.13988947868347168,0.014573249826671741,-0.8514687559658722,0.9101424989167803,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.14486217498779297,0.014573249826671741,-0.8514687559658722,0.9101424989167803,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.14986157417297363,0.014573249826671741,-0.8514687559658722,0.9101271588748308,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.15497040748596191,0.014573249826671741,-0.8514687559658722,0.9101271588748308,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.1598813533782959,0.014573249826671741,-0.8514687559658722,0.9101118188328821,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.16492557525634766,0.014573249826671741,-0.8514687559658722,0.9100888087699577,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.16990232467651367,0.014573249826671741,-0.8514687559658722,0.9100888087699577,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.17486214637756348,0.014573249826671741,-0.8514687559658722,0.9100773037384959,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.17992687225341797,0.014573249826671741,-0.8514687559658722,0.9100773037384959,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.18485760688781738,0.014573249826671741,-0.8514649209553848,0.9100466236545977,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.19005298614501953,0.014573249826671741,-0.8514649209553848,0.9100466236545977,0.0038351190331322726,-0.014572605206892852,-0.07439834756921293
0.19489002227783203,0.014573249826671741,-0.8514649209553848,0.9100274486021611,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.19988584518432617,0.014573249826671741,-0.8514649209553848,0.9100274486021611,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2048933506011963,0.014573249826671741,-0.8514649209553848,0.9100197785811854,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.20990228652954102,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2148597240447998,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.21986818313598633,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.22501373291015625,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.22993183135986328,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.23489952087402344,0.014573249826671741,-0.8514610859448979,0.9100159435706985,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.23988914489746094,0.014573249826671741,-0.8514610859448979,0.9100121085602115,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.24564385414123535,0.014573249826671741,-0.8514610859448979,0.9100121085602115,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2500157356262207,0.014573249826671741,-0.8514610859448979,0.9100121085602115,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.25518369674682617,0.014573249826671741,-0.8514610859448979,0.9100044385392367,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.26010584831237793,0.014573249826671741,-0.8514610859448979,0.9100044385392367,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.26489758491516113,0.014573249826671741,-0.8514610859448979,0.9100006035287489,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.27008724212646484,0.014573249826671741,-0.8514610859448979,0.9100006035287489,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2749807834625244,0.014573249826671741,-0.8514610859448979,0.9099737584553385,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2800569534301758,0.014573249826671741,-0.8514610859448979,0.9099737584553385,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.28501081466674805,0.014573249826671741,-0.8514610859448979,0.9099469133819262,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.29000163078308105,0.014573249826671741,-0.8514610859448979,0.9099469133819262,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.29503655433654785,0.014573249826671741,-0.8514610859448979,0.9099008932560784,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.2999091148376465,0.014573249826671741,-0.8514610859448979,0.9098548731302305,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.30493879318237305,0.014573249826671741,-0.8514610859448979,0.9098548731302305,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.3098928928375244,0.014573249826671741,-0.8514610859448979,0.9097935129624339,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.3149995803833008,0.014573249826671741,-0.8514610859448979,0.9097935129624339,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
0.3198976516723633,0.014573249826671741,-0.8514610859448979,0.9097436578260982,0.0038351190331322726,-0.014572605206892852,-0.07363135717526959
